survey_duration,consent_timer_page_submit,meta_info_browser,meta_info_version,meta_info_operating system,meta_info_resolution,prolific_id_timer_page_submit,welcome_instr_timer_page_submit,attention check 1,attention_1_timer_page_submit,detection_intro_time_page_submit,3_task_real_or_fake,3_task_sharing,3_task_seen_before,4_task_real_or_fake,4_task_sharing,4_task_seen_before,5_task_real_or_fake,5_task_sharing,5_task_seen_before,6_task_real_or_fake,6_task_sharing,6_task_seen_before,7_task_real_or_fake,7_task_sharing,7_task_seen_before,8_task_real_or_fake,8_task_sharing,8_task_seen_before,9_task_real_or_fake,9_task_sharing,9_task_seen_before,10_task_real_or_fake,10_task_sharing,10_task_seen_before,11_task_real_or_fake,11_task_sharing,11_task_seen_before,12_task_real_or_fake,12_task_sharing,12_task_seen_before,13_task_real_or_fake,13_task_sharing,13_task_seen_before,14_task_real_or_fake,14_task_sharing,14_task_seen_before,15_task_real_or_fake,15_task_sharing,15_task_seen_before,16_task_real_or_fake,16_task_sharing,16_task_seen_before,16_task_timer_page_submit,17_task_real_or_fake,17_task_sharing,17_task_seen_before,17_task_timer_page_submit,slider_confidence_1,confidence_timer_page_submit,experience_deepfakes_1,experience_detecting_1,search_engine_1,reverse_image_search_1,genai_1,media_literacy_timer_page_submit,attention check 2,attention_2_timer_page_submit,honesty check 1,honesty check 2,honesty_timer_page_submit,debrief_timer_page_submit,thank_you_timer_page_submit,mobile,attention_1_failed,attention_2_failed,honesty_1_failed,honesty_2_failed,id
1219.0,8.3,Chrome,134.0.0.0,Windows NT 10.0,1440x1080,1.7,8.1,Recycling,240.4,134.2,Definitely real,Yes,,Definitely real,Yes,"No, everything was in order and the image was new to me.",Definitely real,Yes,,Probably fake,No,,Definitely real,No,"No, everything was in order and the image was new to me.",Probably fake,Yes,,Probably fake,No,,Probably real,No,,Definitely real,No,"No, everything was in order and the image was new to me.",Definitely real,No,,Probably real,No,"No, everything was in order and the image was new to me.",Probably real,No,,Definitely real,Yes,"No, everything was in order and the image was new to me.",Probably fake,No,,117.4,Definitely fake,No,"No, everything was in order and the image was new to me.",11.4,80,10.1,4,4,6,5,5,38.7,I prefer audiobooks,27.6,No,No,12.1,46.8,13.8,0,1,0,0,0,G1_P0572
