survey_duration,consent_timer_page_submit,meta_info_browser,meta_info_version,meta_info_operating system,meta_info_resolution,prolific_id_timer_page_submit,welcome_instr_timer_page_submit,attention check 1,attention_1_timer_page_submit,explanation_timer_page_submit,feedback_intro_timer_page_submit,feedback_real1,feedback_real1_timer_page_submit,feedback_real2,feedback_real2_timer_page_submit,feedback_real3,feedback_real3_timer_page_submit,feedback_real4,feedback_real4_timer_page_submit,feedback_real5,feedback_real5_timer_page_submit,feedback_fake1,feedback_fake1_timer_page_submit,feedback_fake2,feedback_fake2_timer_page_submit,feedback_fake3,feedback_fake3_timer_page_submit,feedback_fake4,feedback_fake4_timer_page_submit,feedback_fake5,feedback_fake5_timer_page_submit,detection_intro_time_page_submit,3_task_real_or_fake,3_task_sharing,3_task_seen_before,4_task_real_or_fake,4_task_sharing,4_task_seen_before,5_task_real_or_fake,5_task_sharing,5_task_seen_before,6_task_real_or_fake,6_task_sharing,6_task_seen_before,7_task_real_or_fake,7_task_sharing,7_task_seen_before,8_task_real_or_fake,8_task_sharing,8_task_seen_before,9_task_real_or_fake,9_task_sharing,9_task_seen_before,10_task_real_or_fake,10_task_sharing,10_task_seen_before,11_task_real_or_fake,11_task_sharing,11_task_seen_before,12_task_real_or_fake,12_task_sharing,12_task_seen_before,13_task_real_or_fake,13_task_sharing,13_task_seen_before,14_task_real_or_fake,14_task_sharing,14_task_seen_before,15_task_real_or_fake,15_task_sharing,15_task_seen_before,16_task_real_or_fake,16_task_sharing,16_task_seen_before,16_task_timer_page_submit,17_task_real_or_fake,17_task_sharing,17_task_seen_before,17_task_timer_page_submit,slider_confidence_1,confidence_timer_page_submit,platform_presence,platform_presence_7_text,content_sharing,content_sharing_6_text,time_social_media,social_media_timer_page_submit,experience_deepfakes_1,experience_detecting_1,search_engine_1,reverse_image_search_1,genai_1,media_literacy_timer_page_submit,crt_1,crt_2,crt_3,crt_timer_page_submit,demo_intro_timer_page_submit,gender,gender_4_text,gender_timer_page_submit,age,age_timer_page_submit,ethnicity,ethnicity_timer_page_submit,education,education_timer_page_submit,religion,religion_timer_page_submit,social_issues,economic_issues,political_timer_page_submit,income_ghana,income_us,income_timer_page_submit,social_status_q,social_status_timer_page_submit,attention check 2,attention_2_timer_page_submit,honesty check 1,honesty check 2,honesty_timer_page_submit,mobile,attention_1_failed,intervention_group,textual_tip_1_page_submit,textual_tip_2_page_submit,textual_tip_3_page_submit,textual_tip_4_page_submit,textual_tip_5_page_submit,textual_tip_intro_page_submit,visual_tip_1_page_submit,visual_tip_2_page_submit,visual_tip_3_page_submit,visual_tip_4_page_submit,visual_tip_5_page_submit,visual_tip_intro_page_submit,totalscore,game_tip_1_gametime,game_tip_2_gametime,game_tip_3_gametime,game_tip_4_gametime,game_tip_5_gametime,game_tip_1_page_submit,game_tip_2_page_submit,game_tip_3_page_submit,game_tip_4_page_submit,game_tip_5_page_submit,game_tip_intro_page_submit,game_tip_intro_gametime,feedbackmessage,game_tip_1_score,game_tip_2_score,game_tip_3_score,game_tip_4_score,game_tip_5_score,crt_1_correct,crt_2_correct,crt_3_correct,attention_2_failed,honesty_1_failed,honesty_2_failed,id
1367.0,41.6,Chrome,129.0.0.0,Windows NT 10.0,1366x768,2.4,9.8,"Basketball,Baseball,Volleyball,Tennis",15.4,,,,,,,,,,,,,,,,,,,,,,,8.1,Probably real,Yes,"Yes, I have seen this image before.",Probably fake,No,"No, everything was in order and the image was new to me.",Probably real,Yes,"Yes, I have seen this image before.",Probably fake,No,"No, everything was in order and the image was new to me.",Probably fake,No,"No, everything was in order and the image was new to me.",Definitely real,Yes,"Yes, I have seen this image before.",Probably real,Yes,"Yes, I have seen this image before.",Probably fake,No,"No, everything was in order and the image was new to me.",Probably fake,No,"No, everything was in order and the image was new to me.",Probably fake,No,"No, everything was in order and the image was new to me.",Definitely fake,No,"No, everything was in order and the image was new to me.",Probably fake,No,"No, everything was in order and the image was new to me.",Probably fake,No,"Yes, I have seen this image before.",Probably real,Yes,"Yes, I experience an issue and could NOT see the image.",46.7,Probably fake,No,"No, everything was in order and the image was new to me.",28.6,60,45.8,"Facebook,Twitter/X,Snapchat,Instagram,WhatsApp,TikTok",,"Political news,Sports news,Celebrity news,Science/technology news,Business news,Personal content",,7.0,57.6,4,4,5,4,5,79.1,8,50,20,109.9,2.8,Male,,7.1,68.0,6.9,White,7.2,"More than 17 years (doctorate degree, medical degree, etc.)",21.2,A religious person,4.4,,,14.7,,"US$100,000 to US$149,999",11.8,9,12.3,White,10.7,Yes,No,24.0,0,1,intervention_3,,,,,,,37.0,45.1,13.9,12.5,17.7,4.0,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,0,G1_P0506
